name,address,lat,long
Xongrone Ltd,"[Harmony House Main Street, Malahide, Malahide, Co. Dublin, Ireland]",53.4865799,-6.1486001
Rapids,"[69 Main Street, Bray, Co. Wicklow, Ireland]",53.2016716,-6.1108298
Supervalu,"[Ashbourne Shopping Centre, Ashbourne, Co. Meath, Ireland]",53.5040092,-6.4468699
Ryans Stores,"[Ballinalea, Ashford, Co. Wicklow, Ireland]",53.006031,-6.10501
Scooby's Lobby Shop,"[The Holiday Inn, Santry, Dublin Airport, Co. Dublin, Ireland]",53.4263,-6.2339802
Conway's Spar Shop,"[Fairyhouse Road, Ratoath, Co. Meath, Ireland]",53.4939117,-6.4696999
Tesco Ireland,"[Whitegates, Wicklow, Ireland]",52.97850037,-6.036650181
Spar,"[64 Ranelagh, Dublin 6, Ireland]",53.3250809,-6.2540951
Londis,"[199 Tyrconnell Road, Inchicore, Dublin 8, Ireland]",53.335701,-6.3263502
Mace,"[12 Bus Park Dundrum, Windy Arbour, Dundrum, Dublin 14, Ireland]",53.306221,-6.2462502
International Supermarket,"[Parnell St, Parnell Square, Dublin 1, Ireland]",53.3532715,-6.2599401
Bernard Gilsenan,"[8a Emmet Street, Rathmines, Dublin 1, Ireland]",53.3578911,-6.2544198
Fosters Supermarket,"[6 St Aidan's Park, Marino, Dublin 3, Ireland]",53.3660011,-6.2311001
Spar,"[237 Crumlin Road, Crumlin, Dublin 11, Ireland]",53.3274803,-6.3080602
Centra,"[Ringsend, Irishtown, Co. Wexford, Ireland]",52.39914,-6.93053
Vivo Supermarket,"[Fortfield Park, Kimmage, Dublin 6w, Ireland]",53.3024902,-6.3022599
Good Food Gallery,"[Main Street, Kilcullen, Co. Kildare, Ireland]",53.1312714,-6.7444
Kieran Hardy,"[103 Trees Road, Mount Merrion, Mount Merrion, Co. Dublin, Ireland]",53.2919388,-6.2154398
Patrick Coffey Grocers,"[Allenstown, Co. Meath, Ireland]",53.6711998,-6.827320099
Callagys Of Moyvalley,"[Moyvalley, Co. Kildare, Ireland]",53.18979645,-6.81704998
Doyle M & K,"[Mulhuddart, Blanchardstown, Dublin 15, Ireland]",53.40205,-6.39153
Centra Supermarket,"[Springfield Shopping Ctr, Tallaght, Tallaght, Dublin 24, Ireland]",53.2859192,-6.3615298
C & T Supermarket,"[191 Philipsburgh Avenue, Drumcondra, Dublin 3, Ireland]",53.3705292,-6.2390699
Cullen & Bohan,"[Unit 7 The Courtyard Fonthill Industrial Estate, Castleknock, Clondalkin, Dublin 22, Ireland]",53.32949829,-6.423820019
Eurospar,"[Hartstown, Clonsilla, Clonsilla, Dublin 15, Ireland]",53.3909111,-6.4109702
Behan Richd,"[Kill Co, Kildare, Ireland]",53.24917,-6.58922
Pound City,"[52 Main Street, Swords, Swords, Co. Dublin, Ireland]",53.4573402,-6.2213202
Mace,"[Harmony House, Malahide, Malahide, Co. Dublin, Ireland]",53.44530106,-6.140190125
Noels,"[35 Stoneybatter, Stoneybatter, Dublin 7, Ireland]",53.3504982,-6.2821298
O'Kanes Supermarket,"[Anneselly Bridge Road, Marino, Fairview, Dublin 3, Ireland]",53.3620987,-6.2372298
CB Stores Ltd,"[37 Benbulbin Road, Crumlin, Drimnagh, Dublin 12, Ireland]",53.3344002,-6.3116002
John Heaslip,"[18 Glasilawn Avenue, Glasnevin, Dublin 11, Ireland]",53.3821411,-6.2776499
Marrons Food Hall,"[The Square, Templeogue, Tallaght, Dublin 24, Ireland]",53.28591156,-6.361529827
Robin H S McNeill,"[13 Lakelands Road, Kilmacud, Kilmacud, Co. Dublin, Ireland]",53.28538895,-6.228010178
Centra,"[6 Lower Kilmacool Road, Stillorgan, Stillorgan, Dublin 18, Ireland]",53.2890358,-6.2070603
Supervalu,"[Stillorgan, Stillorgan, Co. Dublin, Ireland]",53.2890892,-6.207779884
Boylan Paul,"[17 Holmpatrick Skerries, Skerries, Skerries, Co. Dublin, Ireland]",53.5755081,-6.10431
Tesco Express,"[8-11 Talbot Street, North Inner City, Dublin 1, Ireland]",53.3506,-6.25513
Spar Shop,"[Unit 1 2 Littlepace SC Clonee, Mulhuddart, Blanchardstown, Dublin 15, Ireland]",53.3863106,-6.3849401
McCarthy's,"[Unit 5 Neilstown Shopping Centre, Clondalkin, Dublin 22, Ireland]",53.3385696,-6.39816
Milltown Store,"[Milltown, Co. Kildare, Ireland]",53.20330048,-6.863059998
Gaffneys Filling Station,"[Athlumney, Co. Meath, Ireland]",53.63025665,-6.729496479
O'toole Richd,"[Kilpedder, Co. Wicklow, Ireland]",53.10919952,-6.106669903
Spar,"[Coast Road, Malahide, Malahide, Co. Dublin, Ireland]",53.4500885,-6.1414399
Spar,"[154b Rathgar Road, Rathmines, Dublin 6, Ireland]",53.3172798,-6.2702498
Chep U.k. Ltd.,"[Jamestown Business Park, Finglas, Finglas, Finglas, Dublin 11, Ireland]",53.4027214,-6.2915201
G & S Food Market,"[85 Glasnevin Avenue, Glasnevin, Dublin 11, Ireland]",53.3897285,-6.2720599
Peter Doyle,"[Main Street, Sallins, Co. Kildare, Ireland]",53.2484283,-6.66537
McQuaid Nick,"[101 River Forest Leixlip, Leixlip, Co. Kildare, Ireland]",53.3720818,-6.4913001
Mace,"[Ballymore, Eustace, Naas, Co. Kildare, Ireland]",53.12979,-6.61583
Casey's Supermarkets,"[Celbridge Road, Leixlip, Co. Kildare, Ireland]",53.3624306,-6.4999499
T Hanrahan & Sons Food Centre,"[Raheen Industrial Estate, Clondalkin, Raheen, Dublin 10, Ireland]",53.32149023,-6.398940108
Callaghan Anthony X L Stop & Shop,"[48 Sheepmoor Avenue, Blanchardstown, Dublin 15, Ireland]",53.3931389,-6.40274
Dunnes Stores Ltd,"[Moorfield Shopping Centre, Newbridge, Co. Kildare, Ireland]",53.17440033,-6.813159943
Centra Glasthule,"[Glasthule, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland]",53.29359818,-6.13465023
Spar Dowlings,"[131 Leeson Street Upper, Baggot Street, Dublin 4, Ireland]",53.3306236,-6.251687
Woods Newsagency,"[56 Donnybrook Road, Ballsbridge, Donnybrook, Dublin 4, Ireland]",53.3213692,-6.2350302
Village Shop,"[New Student Village U7 UCD Campus, Belfield, Belfield, Dublin 4, Ireland]",53.3377991,-6.2335401
Ballydowd Stores,"[Lucan, Lucan, Co. Dublin, Ireland]",53.35898,-6.44612
Walsh David,"[Old Connaught Avenue, Bray, Bray, Co. Wicklow, Ireland]",53.2103195,-6.1206899
Tom O'Rourke Grocers,"[55 Kilbarrack Road, Kilbarrack, Dublin 5, Ireland]",53.3866997,-6.1476002
Murphys,"[197 Emmet Road, Kilmainham, Inchicore, Dublin 8, Ireland]",53.3395386,-6.3195901
Supervalu,"[Cellbridge Road, Leixlip, Co. Kildare, Ireland]",53.3624306,-6.4999499
Gregory Doyle,"[Naas Road, Kilcullen, Co. Kildare, Ireland]",53.1383286,-6.7382002
Fleming Paul,"[Chapel Street, Ballymore Eustace, Co. Kildare, Ireland]",53.1323013,-6.6156998
Pats Centra Supermarket,"[The Square, Raheny, Bettystown, Co. Louth, Ireland]",53.6985397,-6.2443399
Centra Stores,"[Hazelmere, Naas, Co. Kildare, Ireland]",53.2115402,-6.6515398
Spar Park West,"[The Plaza Park West Retail Park, Clondalkin, Clondalkin, Dublin 22, Ireland]",53.3328094,-6.3954601
Londis,"[Parnell Street, Belmont Hall, North Inner City, Dublin 1, Ireland]",53.3519,-6.26307
John Dargan General Store,"[Longwood, Co. Meath, Ireland]",53.45499,-6.9246
Centra Foodmarket,"[8 Market Street, Trim, Co. Meath, Ireland]",53.5554619,-6.7923398
Londis Newbridge,"[Moorefield Shopping Centre, Newbridge, Co. Kildare, Ireland]",53.1746597,-6.8112202
William Craul Manor,"[Kilbride, Blessington, Co. Kildare, Ireland]",53.1722794,-6.53056
Centra,"[Westland Row, South Inner City, Dublin 2, Ireland]",53.3429108,-6.2500401
Bus Stop Newsagents,"[1-2 Eden Quay, North Inner City, Dublin 2, Ireland]",53.3478813,-6.2586398
Centra Stores,"[Lower O'Connell Street, North Inner City, Dublin 1, Ireland]",53.34729,-6.2592201
Spar,"[35 Lower Abbey Street, North Inner City, Dublin, Ireland]",53.3477516,-6.2643399
Pound City,"[17 Nth Earl Street, North Inner City, Dublin 1, Ireland]",53.3502388,-6.2586002
Holiday Shop The,"[19 Eden Quay, North Inner City, Dublin 1, Ireland]",53.348259,-6.2569399
Griffin's Londis,"[18 - 19 College Green,, South Inner City, Dublin 2, Ireland]",53.3441315,-6.2620401
Centra,"[46 Upper O'Connell Street, North Inner City, Dublin 1, Ireland]",53.3513641,-6.2612481
Griffin's Londis,"[46 - 49 Upper O'Connell Street, North Inner City, Dublin 1, Ireland]",53.3513641,-6.2612481
Ricekin Ltd,"[136 Caple Street, North Inner City, Dublin 1, Ireland]",53.3479881,-6.2688098
Rays Grocery,"[44 Capel Street, North Inner City, Dublin 1, Ireland]",53.3486595,-6.2687302
Spar,"[U4 35 Parnell Street, Parnell Square, Dublin 1, Ireland]",53.3503265,-6.2659845
J Giles Ltd.,"[3/4 Mary's Lane, Smithfield, Four Courts, Dublin 7, Ireland]",53.34832,-6.2707901
Futon Shop The,"[68 Sth Great Georges Street, South Inner City, Dublin 2, Ireland]",53.3544388,-6.2606702
Superquinn,"[37 Lower Gardiner Street, North Inner City, Dublin 1, Ireland]",53.3567886,-6.25911
Anthony Fortune,"[139 Parnell Street, Rotunda, Dublin 1, Ireland]",53.3537407,-6.25911
Cecelia Stores,"[Merchants Arch, Temple Bar, Dublin 2, Ireland]",53.345829,-6.2628999
Morming Star Ireland Ltd,"[132 Custom house harbour, North Inner City, Dublin 1, Ireland]",53.3505783,-6.24578
Australian Store Ltd The,"[32a Dawson Street, South Inner City, Dublin 2, Ireland]",53.3401108,-6.25877
Garys Shop,"[27 Bride Street, South Inner City, Dublin 8, Ireland]",53.3413315,-6.2702899
Mother Redcaps Market,"[Back lane 1a Christchurch, The Liberties, Dublin 8, Ireland]",53.3972397,-6.1280699
Matt Talbot,"[77 Lower Sean McDermot Street, Gardiner Street, Dublin 1, Ireland]",53.3526993,-6.257
Spar,"[145-151 Church Street, Smithfield, Dublin 7, Ireland]",53.3877411,-6.3029799
Wholesale Food Market Street,"[Michans Street, Four Courts, Dublin 7, Ireland]",53.3475113,-6.2716799
Daya Shop,"[23 Killarney Street, Gardiner Street, Dublin 1, Ireland]",53.3543205,-6.24893
Maritas,"[24 Fenian Street, South Inner City, Dublin 2, Ireland]",53.3414497,-6.2481198
Jas O'Rourke,"[32 Bridgefoot Street, James' Street, Dublin 8, Ireland]",53.3457985,-6.28053
Eight Til Twelve,"[18 Wexford Street, South Inner City, Dublin 2, Ireland]",53.3367081,-6.2653198
Pearse Tavern,"[81-82 Pearse Street, South Inner City, Dublin 1, Ireland]",53.34338,-6.2449198
M & S Stores,"[13 Meath Street, The Liberties, Dublin 8, Ireland]",53.3418884,-6.27917
Adelaide Stores Ltd,"[Unit 5 Newmarket, Cork Street, Dublin 8, Ireland]",53.3379593,-6.2773299
Downing T J,"[26 Benburb Street, Collins Barracks, Dublin 7, Ireland]",53.3475304,-6.2827902
Camden Hallal Grocery,"[24 Camden Street Lower, Harcourt, Dublin 2, Ireland]",53.3349915,-6.2649698
Helens Corners Shop,"[112 Pearse Street, Grand Canal Dock, Dublin 1, Ireland]",53.3425903,-6.2414598
Centra Stores,"[The Ward, Cork Street, Dublin 11, Ireland]",53.441391,-6.3390999
Elm court service station,"[Phibsboro, Dublin, Co. Carlow, Ireland]",53.36209986,-6.264429573
Edward Thornton,"[64a Clanbrassil Street, South Circular Road, Dublin 8, Ireland]",53.331871,-6.2750101
Londis Liberties,"[5 Ardilaun Court, Ballybough, Dublin 8, Ireland]",53.3412285,-6.2723498
O'rourke Eugene,"[86 Fitzroy Avenue, Ballybough, Dublin 9, Ireland]",53.3618393,-6.2541699
Jorag Stores,"[298 N Circular Rd, Broadstone, Dublin 7, Ireland]",53.3602142,-6.2764039
24 Hour Shop,"[7a South Richmond Street, Harcourt, Dublin 2, Ireland]",53.34806824,-6.248270035
Superstores Imani,"[61a Ballybough Road, Ballybough, Dublin 3, Ireland]",53.3600006,-6.2441702
O'Byrne,"[5 Echlin Street, James' Street, Dublin 8, Ireland]",53.3425407,-6.2886
Duffy's Londis,"[82 South Circular Road, Portobello, Dublin 8, Ireland]",53.3323517,-6.2737198
Mcgovern J L & Sons Ltd,"[88 Cork Street, Cork Street, Dublin 8, Ireland]",53.3376198,-6.2855883
Arman Retail Ltd,"[130 James Street, James' Street, Dublin 8, Ireland]",53.34806824,-6.248270035
Chat Shop Ltd The,"[3 Clanbrassil st Upper, South Circular Road, Dublin 8, Ireland]",53.3320198,-6.2754402
Joes Mini Market,"[56 Donore Avenue, South Circular Road, Dublin 8, Ireland]",53.3358498,-6.2845201
Archive Store,"[Bow lane, West, Island Bridge, Dublin 8, Ireland]",53.3397484,-6.2645702
Elizabeth Downey,"[99a Cabra road, Cabra, Dublin 7, Ireland]",53.3613205,-6.2841802
Byrnes Convenience Store,"[26 Annamoe Terrace, Cabra, Dublin 6w, Ireland]",53.3594208,-6.2874298
Belgrove Shop,"[15 Harolds Road, Rathmines, Dublin 6w, Ireland]",53.3292084,-6.27563
Pound City,"[Unit 105 The Square Shop cntr, Beggars Bush, Dublin 24, Ireland]",53.3414993,-6.22469
Doyle's Shop,"[114A O'Devaney gdns, Arbour Hill, Dublin 7, Ireland]",53.3522644,-6.2949929
Spar,"[44 Phillipsburgh Avenue, Marino, Fairview, Dublin 3, Ireland]",53.365139,-6.2397399
Brians Mini Market,"[32 Windsor Avenue, Marino, Fairview, Dublin 3, Ireland]",53.3643494,-6.2379498
Scallan J,"[12a Mount Anthony, Rathmines, Dublin 6, Ireland]",53.34806824,-6.248270035
Ping Pong,"[380 South Circular Road, Dolphins Barn, Dublin 7, Ireland]",53.33321,-6.2905698
Thomas Moynihan Grocery,"[42 Dolphins Barn, South Circular Road, Dublin 8, Ireland]",53.3323402,-6.2925801
Marino Mini Market,"[1 Marino Mart, Marino, Dublin 3, Ireland]",53.3643608,-6.2329998
Londis Topshop,"[13 Sth Circular Road, Dolphin's Barn, Dublin 8, Ireland]",53.3348198,-6.2932401
John Nyland,"[77 Morehampton Road, Milltown, Dublin 4, Ireland]",53.3245506,-6.2406802
Bedford Leslie,"[3 Mornington Park, Dublin 5, Ireland]",53.3829308,-6.2086701
Vivo Supermarket,"[Drumconrath, Cabra, Navan, Co. Meath, Ireland]",53.65423965,-6.682310104
Spar,"[Maple Centre, Navan Road, Cabra, Dublin 7, Ireland]",53.3834,-6.3681002
Spar Ashtown,"[Ashtown, Navan Road, Cabra, Dublin 7, Ireland]",53.3834,-6.3681002
Quickstop,"[Blackhorse Avenue, Cabra, Dublin 7, Ireland]",53.3576889,-6.3001299
Spar,"[Crumlin Clogher Road, Crumlin, Dublin 12, Ireland]",53.3280907,-6.2867398
Spar,"[Seventowers Shopping Centre, North Inner City, Dublin 11, Ireland]",53.34806824,-6.248270035
Dawn Peter Spar,"[3-5 Neighbourhood Shopping Centre, North Inner City, Dublin 16, Ireland]",53.34806824,-6.248270035
Last Stop Food Store Ltd,"[Denhu Complex Walkinstown, North Inner City, Dublin 12, Ireland]",53.3171387,-6.3319702
Centra Quickstop,"[Unit 1 Harcourt gn, North Inner City, Dublin 2, Ireland]",53.3312607,-6.2607002
Spar,"[The Concourse Roebuck hl Roebuck Road, North Inner City, Dublin 14, Ireland]",53.3020401,-6.2283401
McHugh Group,"[Unit 14 Greendale Shopping Centre, North Inner City, Dublin 5, Ireland]",53.34806824,-6.248270035
Kilbride Stores,"[Kilbride, Mulhuddard, North Inner City, Dublin 15, Ireland]",53.34806824,-6.248270035
Supervalu,"[Sandyford s.c., Balally, North Inner City, Dublin 16, Ireland]",53.2839317,-6.23592
Mays Store,"[Mays Cross, The Ward, North Inner City, Dublin 11, Ireland]",53.441391,-6.3390999
O'Sullivans,"[Kilrua, Mulhuddart, North Inner City, Dublin 15, Ireland]",53.34806824,-6.248270035
Spar,"[Newlands Cross Retail Centre, North Inner City, Dublin 22, Ireland]",53.3133087,-6.39113
Musgraves Supervalu Centra Ltd,"[Laurel House, Robinhood Industrial Estate, North Inner City, Dublin 22, Ireland]",53.34806824,-6.248270035
D Howlett,"[36 Aideen Avenue, Kimmage Road Lower, North Inner City, Dublin 6w, Ireland]",53.3154106,-6.2919798
Poundworld,"[U 105 Blancharstown Town ctr, North Inner City, Dublin 15, Ireland]",53.3863106,-6.3849401
Pound City,"[Unit 4 Crumlin SC, North Inner City, Dublin 12, Ireland]",53.3269615,-6.3122401
Kiltalown Supermarket,"[Kiltalown SC, North Inner City, Dublin 24, Ireland]",53.27742,-6.40026
Pound City,"[U237 The Square SC Tallaght, North Inner City, Dublin 24, Ireland]",53.2859192,-6.3615298
MCHUGH LIMITED,"[Unit 7 Edenmore Shopping cntr, North Inner City, Dublin 5, Ireland]",53.34806824,-6.248270035
Spar,"[Trinity Plaza Tara Street, North Inner City, Dublin 2, Ireland]",53.3463783,-6.2551799
Spar,"[Oldcourt Shopping Centre Ballycullen, North Inner City, Dublin 24, Ireland]",53.34806824,-6.248270035
Griffins Centra,"[The Atrium Sandyford Business Park, North Inner City, Dublin 18, Ireland]",53.34806824,-6.248270035
May Stores Ltd,"[Coolquoy, The Ward, North Inner City, Dublin 11, Ireland]",53.441391,-6.3390999
Natures Way Naturecure Centre,"[St Stephens Green Shopping Centre, North Inner City, Dublin 1, Ireland]",53.3499489,-6.2705598
Spar,"[Orlagh Shopping Centre, North Inner City, Dublin 14, Ireland]",53.34806824,-6.248270035
Costcutters,"[U2 St Dominics Shopping Centre, Tallagh, North Inner City, Dublin 24, Ireland]",53.2858086,-6.3537102
Grosvenor Stores,"[Rear 37 Grosvenor Square, North Inner City, Dublin 6, Ireland]",53.3246193,-6.27421
Beechill Stores,"[14A Beechill dr D4, Nutley, North Inner City, Dublin 4, Ireland]",53.3166199,-6.2326498
Doyles Stores Ltd,"[94 Lower Georges Street, D'L'aire, North Inner City, Dublin 1, Ireland]",53.34806824,-6.248270035
Centra Foodmarket,"[Unit 5 Greenpark Shopping cntr, North Inner City, Dublin 22, Ireland]",53.3036308,-6.2585702
Mays Stores Ltd,"[Mays Cross, The Ward, North Inner City, Dublin 11, Ireland]",53.441391,-6.3390999
Bus Stop Newsagents,"[27 & 28 D'Olier Street, North Inner City, Dublin 1, Ireland]",53.3466606,-6.2576098
Dunnes Stores,"[Dilkusha, Stillorgan Road, North Inner City, Dublin 4, Ireland]",53.2759819,-6.1814299
Londis,"[U 4-8 Fortunestown Commercial Development 24, North Inner City, Dublin 2, Ireland]",53.34806824,-6.248270035
Irish Grocers Benevolent Fund,"[Laurel House Robinhood Indstl Estate, North Inner City, Dublin 22, Ireland]",53.34806824,-6.248270035
Centra Quickstop,"[Deamsrath SC, North Inner City, Dublin 22, Ireland]",53.32798,-6.4226398
Spar,"[Santry 39 Main st Old Santry Vlge, North Inner City, Dublin 9, Ireland]",53.3999405,-6.24195
Spar,"[Dublin Airport Short Term Car Park, North Inner City, Dublin 2, Ireland]",53.3448296,-6.2592201
Spar,"[BWG Foods, Greenhills Road Walkinstown, North Inner City, Dublin 10, Ireland]",53.3168182,-6.3337698
General Health Foodstore,"[Unit 21 Henry Crosby Business Centre, North Streetrand, North Inner City, Dublin 3, Ireland]",53.34806824,-6.248270035
John May Grocers,"[Mays Cross, The Ward, North Inner City, Dublin 11, Ireland]",53.441391,-6.3390999
Kilbride Stores,"[Prieststown, Malhuddart, North Inner City, Dublin 15, Ireland]",53.34806824,-6.248270035
Supervalu Moriarty Group,"[Unit 6A, Finglas, Min Centre, North Inner City, Dublin 11, Ireland]",53.3912086,-6.2917099
Supervalu,"[Shankill Shopping Centre, Shankill, North Inner City, Dublin 18, Ireland]",53.34806824,-6.248270035
Clarkville Stores,"[2 Clarkville Terrace, Palmerston, North Inner City, Dublin 20, Ireland]",53.34806824,-6.248270035
Supervalu,"[Aylesbury Shopping Centre, North Inner City, Dublin 24, Ireland]",53.34806824,-6.248270035
O'Hara,"[3 Hilltop Shopping Centre, Raheny Road, North Inner City, Dublin 5, Ireland]",53.34806824,-6.248270035
Derek Durkin,"[Unit 12 Edenmore Shopping Centre, North Inner City, Dublin 5, Ireland]",53.34806824,-6.248270035
Stillorgan Shopping Centre,"[Tesco, Priory Park, North Inner City, Dublin 16, Ireland]",53.2856598,-6.2800298
Best Seller Wholesale Ltd,"[14 The Westway Centre, North Inner City, Dublin 12, Ireland]",53.3136292,-6.34938
Iceland,"[Thomas st 8, Crown Alley, North Inner City, Dublin 2, Ireland]",53.3452606,-6.2627902
Food Care Ltd,"[Unit 1 Solus Tower Industrial Estate Bray, Shankill, North Inner City, Dublin 18, Ireland]",53.34806824,-6.248270035
Londis Supermarket,"[Old Bawn Shopping cntr, North Inner City, Dublin 24, Ireland]",53.2806702,-6.36555
Spar,"[Crumlin JJ Kiernan Texaco SPAR Express, North Inner City, Dublin 12, Ireland]",53.34806824,-6.248270035
Fresh Fields,"[The Casket, Drumcondra, North Inner City, Dublin 8, Ireland]",53.34806824,-6.248270035
The Mascot,"[Northside Shopping Centre, North Inner City, Dublin 4, Ireland]",53.34806824,-6.248270035
Tesco,"[Ramelton Road,, North Inner City, Dublin, Co. Donegal, Ireland]",54.6543083,-8.1106195
Daly Timothy,"[3 Clonard Road, Crumlin, Dublin 12, Ireland]",53.3278999,-6.3057799
Jazzha General Service,"[126A Ventry Park, Cabra, Cabra, Dublin 7, Ireland]",53.3702812,-6.3048
Cornelius Boylan,"[55 Rathgar avenue, Terenure, Dublin 6, Ireland]",53.3134956,-6.2757287
Cunningham Eamonn,"[129 Galtymore Road, Drimnagh, Dublin 11, Ireland]",53.3343315,-6.3196602
Kehoes,"[129 Ballymun Road, Glasnevin, Dublin 9, Ireland]",53.3854103,-6.2656102
Jimis Shop,"[St James, Hospital, Dublin 8, Ireland]",53.3136787,-6.3306799
Margaret Rhattigan,"[Ringsend, Irishtown, Co. Mayo, Ireland]",53.65856171,-8.889829636
Gazebo,"[The Gazebo Walled Gardens, Cellbridge, Bluebell, Naas, Dublin 18, Ireland]",53.2965469,-6.6791677
Pouch Geo,"[Maynooth Road, Cellbridge, Bluebell, Naas, Dublin 18, Ireland]",53.3435593,-6.5416999
Londis Bettabuy,"[Crumlin Village, Crumlin, Dublin 12, Ireland]",53.32164,-6.3183599
Freshcup Ltd,"[Unit 25 JFK Road, Naas Road, Naas Road, Bluebell, Dublin 12, Ireland]",53.3260002,-6.3460398
C & N Excel Stop & Shop,"[39 Revensdale Park, Crumlin, Dublin 12, Ireland]",53.3148804,-6.3009501
JD's Stop & Shop,"[62 Willow Park Crescent, Glasnevin, Dublin 11, Ireland]",53.3932419,-6.2851701
Garvey's,"[Church Street, Finglas, Charlestown, Co. Mayo, Ireland]",53.96380997,-8.795499802
Superquinn Colleague Development Centre,"[McKee Avenue, Finglas, Dublin 11, Ireland]",53.3922806,-6.3001599
Sea-Fresh Garden-Fresh,"[21a Main Street, Rathfarnham, Rathfarnham, Dublin 14, Ireland]",53.2986107,-6.28583
G & D Grocery Stores,"[3 Cardiffsbridge Road, Finglas, Dublin 11, Ireland]",53.3896408,-6.3112602
Limetree Newsagents,"[3 Limekiln Lane, Crumlin, Dublin 12, Ireland]",53.3111191,-6.3236599
Ian Stirrat & Co,"[68 Kilbarron Road, Kilmore, Coolock, Dublin 5, Ireland]",53.3941612,-6.2243099
Cox Jas & Son,"[192 Whitehall Road East, Crumlin, Dublin 12, Ireland]",53.3076286,-6.31812
Novum (overseas),"[Kylemore Road, Kilmore, Artane, Dublin 5, Ireland]",53.3824501,-6.203030109
Centra Stores,"[178 Whitehall Road West, Crumlin, Dublin 12, Ireland]",53.3083687,-6.3199277
McHughs Costcutters,"[St Patricks Road, Greenhills, Dublin 12, Ireland]",53.36306,-6.26127
Centra Stores,"[290 Ballyfermot Road, Ballyfermot, Dublin 10, Ireland]",53.3423882,-6.3520098
Centra,"[69 Cromcastle Road, Kilmore, Kilmore, Dublin 5, Ireland]",53.3964958,-6.2219305
Spar,"[Rathfarnham Nutgrove Avenue, Rathfarnham, Dublin 14, Ireland]",53.293499,-6.27496
Buckley Enterprises,"[290 Cappagh Road, Finglas, Dublin 11, Ireland]",53.3909111,-6.3186798
Centra QuickStop,"[178A Templeogue Village, Templeogue, Templeogue, Dublin 6w, Ireland]",53.2982903,-6.3032799
Centra,"[Oscar Traynor Road, Kilmore, Dublin 17, Ireland]",53.3925591,-6.2070599
Garvey T,"[13 Ashfield Templeogue, Templeogue, Dublin 6, Ireland]",53.2980919,-6.3071399
Spar,"[Coolock 40-42 Tonlegee Road, Artane, Dublin 5, Ireland]",53.3887939,-6.1956549
Spar Artane,"[2 Mornington Park, Artane, Artane, Dublin 5, Ireland]",53.3829498,-6.2087302
Byrne Gabriel,"[22 Barton dr, Rathfarnham, Dublin 14, Ireland]",53.2891998,-6.28122
Shanahan's Shop Ltd,"[1 St Endas dr, Rathfarnham, Dublin 14, Ireland]",53.2891579,-6.2831354
Finns,"[The Square, St. Margaret's, Charlestown, Co. Mayo, Ireland]",53.8866692,-6.5643201
Sureshop Ltd,"[Rosemount Shopping Centre, Marion Road, Rathfarnham, Rathfarnham, Dublin 16, Ireland]",53.2849503,-6.2859702
Holmpatrick Supermarket,"[8 Shenick Rd, Skerries, Skerries, Co. Dublin, Ireland]",53.5709114,-6.1076899
Quinns Newsagency & Foodstore,"[Ballymun, Poppintree, Dublin 11, Ireland]",53.4000282,-6.2765598
Mace,"[U1 Coolock Village Centre, Kilmore, Coolock, Dublin 5, Ireland]",53.3887482,-6.2007999
Supervalu,"[Bayside Shop Centre 13, Kilmore, Coolock, Dublin 5, Ireland]",53.39299011,-6.214759827
Pay & Shop,"[Block A Manor st bus Park, Ballyfermot, Dublin 7, Ireland]",53.3525391,-6.2841101
Tesco Ireland,"[Crumlin Shopping Centre, Rathfarnham, Dublin 12, Ireland]",53.3249512,-6.3036499
Kennard Meats Ltd,"[Unit 4 Clonshaugh Shopping Centre, Priorswood, Coolock, Dublin 5, Ireland]",53.39299011,-6.214759827
Centra Stores,"[14 Kennelsfort Road Lower, Palmerstown, Palmerstown, Dublin 20, Ireland]",53.3555717,-6.37115
Galaxy Stores,"[14 Lower Kennelsfort Road, Palmerstown, Dublin 20, Ireland]",53.3502197,-6.3808498
Supervalu,"[Kennelsfort Road, Palmerstown, Palmerstown, Dublin 20, Ireland]",53.3498917,-6.3777299
Super Valu,"[Orwell SC 12, Templeogue, Templeogue, Dublin 6w, Ireland]",53.299469,-6.32129
Power Supermarkets Ltd,"[Naas, Co. Kildare, Ireland]",53.21794,-6.66374
Mulrennan Jas,"[Allen, Kilmeague, Naas, Co. Kildare, Ireland]",53.2408905,-6.85393
Masseys (Cost Cutter),"[1 Taylors Lane, Rathfarnham, Ballyboden, Dublin 16, Ireland]",53.2813797,-6.2929802
Centra Quick Stop (kenny's),"[26 Main Street, Blackrock, Blackrock, Co. Dublin, Ireland]",53.3013191,-6.1771498
Centra Stores,"[83 Ballinteer Road, Ballinteer, Ballinteer, Dublin 16, Ireland]",53.277771,-6.2538099
Firhouse Stores,"[2 Firhouse Road, Knocklyon, Dublin 16, Ireland]",53.2882,-6.32528
Primo Service Station,"[Greenhills Road, Tymon, Dublin 24, Ireland]",53.3159943,-6.3343859
Hennessy Tony,"[55 Moyville, Rathfarnham, Dublin 16, Ireland]",53.2784615,-6.2929702
Kepak Convenience Foods,"[Unit 3 Block 10, Blanchardstown Corporate Park, Castleknock, Dublin 15, Ireland]",53.3879395,-6.3942599
Mcardle Patk,"[Unit 5 Ballinteer Shopping cntr, Ballinteer, Dublin 16, Ireland]",53.2761307,-6.25035
